-4.676571838101553125e+13	2.399999999999999911e-01	0.000000000000000000e+00
-3.099040490096225586e+11	2.399999999999999911e-01	0.000000000000000000e+00
5.211814182624456250e+13	2.399999999999999911e-01	0.000000000000000000e+00
-2.774745799939376500e+15	2.399999999999999911e-01	0.000000000000000000e+00
-2.622224668041331875e+14	2.399999999999999911e-01	0.000000000000000000e+00
9.051433784585615000e+14	2.399999999999999911e-01	0.000000000000000000e+00
4.547926861111150000e+14	2.399999999999999911e-01	0.000000000000000000e+00
2.743105341835255000e+15	2.399999999999999911e-01	0.000000000000000000e+00
-2.357539183089041000e+15	2.399999999999999911e-01	0.000000000000000000e+00
-1.056856007053938000e+15	2.399999999999999911e-01	0.000000000000000000e+00
-1.831466220139572500e+14	2.399999999999999911e-01	0.000000000000000000e+00
-1.321081370888828750e+15	2.399999999999999911e-01	0.000000000000000000e+00
-1.279938243062189250e+15	2.399999999999999911e-01	0.000000000000000000e+00
7.747407468516900000e+13	2.399999999999999911e-01	0.000000000000000000e+00
7.740068196084672500e+14	2.399999999999999911e-01	0.000000000000000000e+00
-2.768999286827264688e+14	2.399999999999999911e-01	0.000000000000000000e+00
1.680187581166012188e+14	2.399999999999999911e-01	0.000000000000000000e+00
3.475875252318627734e+13	2.399999999999999911e-01	0.000000000000000000e+00
4.425714975333122070e+12	2.399999999999999911e-01	0.000000000000000000e+00
1.380912618655317383e+11	2.399999999999999911e-01	0.000000000000000000e+00
-3.360259557823773438e+12	2.399999999999999911e-01	0.000000000000000000e+00
-3.139521095761057129e+11	2.399999999999999911e-01	0.000000000000000000e+00
-1.544905450405473328e+10	2.399999999999999911e-01	0.000000000000000000e+00
-1.433729880304074707e+11	2.399999999999999911e-01	0.000000000000000000e+00
4.089566420341167450e+09	2.399999999999999911e-01	0.000000000000000000e+00
6.947027946178503418e+10	2.399999999999999911e-01	0.000000000000000000e+00
-4.090525146242356873e+10	2.399999999999999911e-01	0.000000000000000000e+00
2.159328216213323116e+09	2.399999999999999911e-01	0.000000000000000000e+00
2.154672830111152172e+09	2.399999999999999911e-01	0.000000000000000000e+00
2.154672830111152172e+09	2.399999999999999911e-01	0.000000000000000000e+00
2.154672830111152172e+09	2.399999999999999911e-01	0.000000000000000000e+00
